Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurement of differential and integrated fiducial cross sections for Higgs boson production in the four-lepton decay channel in pp collisions at $$\sqrt {s}= 7$$ and 8 TeV,Journal of High Energy Physics,2016,4,1-46,2016,Springer
"CMS collaboration; ",Search for new physics with the MT2 variable in all-jets final states produced in pp collisions at sqrt (s)= 13 TeV,arXiv preprint arXiv:1603.04053,,,,2016,
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurement of transverse momentum relative to dijet systems in PbPb and pp collisions at $$\sqrt {s_ {\mathrm {NN}}}= 2.76$$ TeV,Journal of High Energy Physics,2016,1,1-52,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Observation of top quark pairs produced in association with a vector boson in pp collisions at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2016,1,1-55,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for the production of an excited bottom quark decaying to tW in proton-proton collisions at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2016,1,1-44,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurement of the $$\mathrm {t}\overline {\mathrm {t}} $$ production cross section in the eμ channel in proton-proton collisions at $$\sqrt {s}= 7$$ and 8 TeV,Journal of High Energy Physics,2016,8,1-54,2016,Springer
"Basegmez, Suzan; Beluffi, Camille; Bondu, Olivier; Brochet, Sébastien; Bruno, Giacomo; Caudron, Adrien; Ceard, Ludivine; Da Silveira, Gustavo Gil; Delaere, Christophe; Favart, Denis; ",Observation of top quark pairs produced in association with a vector boson in pp collisions at sqrt (s)= 8 TeV,Journal of High Energy Physics,1601,,096,2016,
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for Higgs boson off-shell production in proton-proton collisions at 7 and 8 TeV and derivation of constraints on its total decay width,Journal of High Energy Physics,2016,9,1-44,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for direct pair production of scalar top quarks in the single-and dilepton channels in proton-proton collisions at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2016,7,1-49,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for dark matter particles in proton-proton collisions at $$\sqrt {s}= 8$$ TeV using the razor variables,Journal of High Energy Physics,2016,12,1-48,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for s channel single top quark production in pp collisions at $$\sqrt {s}= 7$$ and 8 TeV,Journal of High Energy Physics,2016,9,1-40,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for heavy Majorana neutrinos in e±e±+ jets and e±μ±+ jets events in proton-proton collisions at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2016,4,1-43,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurement of electroweak production of a W boson and two forward jets in proton-proton collisions at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2016,11,1-36,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurement of top quark polarisation in t-channel single top quark production,Journal of High Energy Physics,2016,4,1-42,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Dragicevic, Marko; Erö, Janos; Flechl, Martin; ",Search for a massive resonance decaying into a Higgs boson and a W or Z boson in hadronic final states in proton-proton collisions at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2016,2,1-42,2016,Springer
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for new physics with the M T2 variable in all-jets final states produced in pp collisions at $$\sqrt {s}= 13$$ TeV,Journal of High Energy Physics,2016,10,1-61,2016,Springer
"CMS collaboration; ",Search for $\mathrm {t\overline {t}} $ H production in the H $\rightarrow $$\mathrm {b\overline {b}} $ decay channel with leptonic $\mathrm {t\overline {t}} $ decays in proton-proton collisions at $\sqrt {s}= $13 TeV,arXiv preprint arXiv:1804.03682,,,,2018,
"CMS collaboration; Sirunyan, AM; ",Observation of [Formula omitted] H production. textitPhys,Rev. Lett,120,,231801,2018,
"Zeid, Shimaa Abu; Blekman, Freya; D'Hondt, Jorgen; De Bruyn, Isabelle Helena; Deroover, Kevin; Lowette, Steven; Moortgat, Seth; Moreels, Lieselotte; Python, Quentin; Skovpen, Kirill; ",Observation of t¯ t H Production,Phys. Rev. Lett.,120,23,231801,2018,American Physical Society
"Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; Bergauer, T; Brandstetter, J; Brondolin, E; Dragicevic, M; Erö, J; ",Measurement of differential cross sections for the production of top quark pairs and of additional jets in√ s= 13 TeV,,,,,2018,American Physical Society
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Dragicevic, Marko; Erö, Janos; Escalante Del Valle, Alberto; ",Observation of tt¯ H Production,Physical review letters,120,23,231801,2018,APS
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurement of differential cross sections for the production of top quark pairs and of additional jets in lepton+ jets events from pp collisions at s= 13 TeV,Physical Review D,97,11,112003,2018,APS
"Chatrchyan, S; CMS Collaboration; ",Observation of ttH Production,Phys. Rev. Lett,120,,231801,2018,
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurement of jet substructure observables in tt¯ events from proton-proton collisions at s= 13 TeV,Physical Review D,98,9,092014,2018,APS
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Observation of electroweak production of same-sign W boson pairs in the two jet and two same-sign lepton final state in proton-proton collisions at s= 13 TeV,Physical review letters,120,8,081801,2018,APS
"CMS Collaboration; ",Measurement of differential cross sections for the production of top quark pairs and of additional jets in lepton+ jets events from pp collisions at s= 13 TeV,,,,,2018,American Physical Society
"CMS Collaboration cms-publication-committee-chair@ cern. ch; Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Bergauer, Thomas; Dragicevic, Marko; Erö, Janos; Fabjan, Christian; Friedl, Markus; ","Search for heavy neutrinos and W W bosons with right-handed couplings in proton–proton collisions at s= 8\, TeV s= 8 TeV",The European Physical Journal C,74,,1-23,2014,Springer
"CMS Collaboration cms-publication-committee-chair@ cern. ch; Khachatryan, V; Sirunyan, AM; Tumasyan, A; Adam, W; Bergauer, T; Dragicevic, M; Erö, J; Fabjan, C; Friedl, M; ","Searches for electroweak production of charginos, neutralinos, and sleptons decaying to leptons and W, Z, and Higgs bosons in pp collisions at 8 TeV",The European Physical Journal C,74,,1-42,2014,Springer
"Charaf, O; Cooper, SI; Henderson, C; Rumerio, P; CMS Collaboration; ",Observation of the diphoton decay of the Higgs boson and measurement of its properties,,,,,2014,Springer
"CMS Collaboration; ",Observation of the diphoton decay of the 125 GeV Higgs boson and measurement of its properties,,,,,,"CMS-HIG-13-001, CERN-PH-EP-2014-117, 2014. Submitted for publication in Eur …"
"Khachatryan, Vardan; Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Bergauer, Thomas; Dragicevic, Marko; Erö, Janos; Fabjan, Christian; Friedl, Markus; Fruehwirth, Rudolf; ","Measurement of top quark–antiquark pair production in association with a W or Z boson in pp collisions at $$\sqrt {s}= 8$$$$\,\text {TeV} $$",The European Physical Journal C,74,9,1-26,2014,Springer
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Searches for W′ bosons decaying to a top quark and a bottom quark in proton-proton collisions at 13 TeV,Journal of High Energy Physics,2017,8,1-42,2017,Springer
"Canelli, Maria Florencia; Aarrestad, Thea K; Caminada, Lea; de Cosa, Annapaoloa; Del Burgo, Riccardo; Donato, Silvio; Galloni, Camilla; Hinzmann, Andreas; Hreus, Tomas; Ngadiuba, Jennifer; ",Measurements of properties of the Higgs boson decaying into the four-lepton final state in pp collisions at $\sqrt {s} $= 13 TeV,Journal of High Energy Physics,11,,047,2017,Springer
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurements of properties of the Higgs boson decaying into the four-lepton final state in pp collisions at $$\sqrt {s}= 13$$ TeV,Journal of High Energy Physics,2017,11,1-55,2017,Springer
"Sirunyan, Albert M; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; Bergauer, T; Brandstetter, J; Brondolin, E; Dragicevic, M; Erö, J; ","Erratum to: Measurements of the pp → ZZ pp→ ZZ production cross section and the Z → 4 ℓ Z→ 4 ℓ branching fraction, and constraints on anomalous triple gauge couplings at s= 13\, TeV s= 13 TeV",The European Physical Journal C,78,,1-14,2018,Springer
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; Flechl, Martin; ",Search for black holes and other new phenomena in high-multiplicity final states in proton–proton collisions at s= 13TeV,Physics Letters B,774,,279-307,2017,Elsevier
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; Flechl, Martin; ",Search for natural supersymmetry in events with top quark pairs and photons in pp collisions at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2018,3,1-38,2018,Springer
"Sirunyan, AM; Tumasyan, A; Adam, W; Ambrogi, F; Asilar, E; Bergauer, T; Romero, L; ",Search for Standard Model Production of Four Top Quarks With Same-Sign and Multilepton Final States in Proton–proton Collisions at√ s= 13tev,European Physical Journal C,,,,2018,Springer Nature
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for electroweak production of charginos and neutralinos in WH events in proton-proton collisions at $$\sqrt {s}= 13$$ TeV,Journal of High Energy Physics,2017,11,1-41,2017,Springer
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Measurement of the differential cross sections for the associated production of a W boson and jets in proton-proton collisions at s= 13 TeV,Physical Review D,96,7,072005,2017,APS
"Canelli, Maria Florencia; Aarrestad, Thea K; Caminada, Lea; De Cosa, Annapaoloa; Del Burgo, Riccardo; Donato, Silvio; Galloni, Camilla; Hinzmann, Andreas; Hreus, Tomas; Ngadiuba, Jennifer; ",Search for single production of vector-like quarks decaying to a Z boson and a top or a bottom quark in proton-proton collisions at $\sqrt {s}= 13$ TeV,Journal of High Energy Physics,5,,029,2017,Springer
"Sirunyan, AM; Tumasyan, A; Adam, W; Asilar, E; Bergauer, T; Brandstetter, J; Brondolin, E; Dragicevic, M; Erö, J; Flechl, M; ",Search for black holes and other new phenomena in high-multiplicity final states in proton–proton collisions at,,,,,2017,
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ","Search for standard model production of four top quarks with same-sign and multilepton final states in proton–proton collisions at $$\sqrt {s}= 13\,\text {TeV} $$",The European Physical Journal C,78,2,1-24,2018,Springer
"Bakhshiansohi, Hamed; Bondu, Olivier; Brochet, Sébastien; Bruno, Giacomo; Caudron, Adrien; de Visscher, Simon; Delaere, Christophe; Delcourt, Martin; François, Brieuc; Giammanco, Andrea; ",Measurements of properties of the Higgs boson decaying into the four-lepton final state in pp collisions at $\sqrt {s}= 13$ TeV,Journal of High Energy Physics,1711,,,2017,
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; Flechl, Martin; ",Search for associated production of a Z boson with a single top quark and for tZ flavour-changing interactions in pp collisions at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2017,7,1-43,2017,Springer
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; Flechl, Martin; ",Search for dark matter produced with an energetic jet or a hadronically decaying W or Z boson at $$\sqrt {s}= 13$$ TeV,Journal of High Energy Physics,2017,7,1-50,2017,Springer
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; Flechl, Martin; ",Measurements of the pp→ Wγγ and pp→ Zγγ cross sections and limits on anomalous quartic gauge couplings at $$\sqrt {s}= 8$$ TeV,Journal of High Energy Physics,2017,10,1-36,2017,Springer
"Sirunyan, A; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ","Measurements of the $$\mathrm {p}\mathrm {p}\rightarrow\mathrm {Z}\mathrm {Z} $$ pp→ ZZ production cross section and the $$\mathrm {Z}\rightarrow 4\ell $$ Z→ 4ℓ branching fraction, and constraints on anomalous triple gauge couplings at $$\sqrt {s}= 13\,\text {TeV} $$ s= 13TeV",European Physical Journal C,78,2,1-29,2018,Springer
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Asilar, E; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; Flechl, Martin; ",Search for single production of vector-like quarks decaying to a Z boson and a top or a bottom quark in proton-proton collisions at $$\sqrt {s}= 13$$ TeV,Journal of High Energy Physics,2017,5,1-37,2017,Springer
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ",Search for pair production of vector-like T and B quarks in single-lepton final states using boosted jet substructure in proton-proton collisions at $$\sqrt {s}= 13$$ TeV,Journal of High Energy Physics,2017,11,1-48,2017,Springer
"CMS collaboration; ",Searches for W'bosons decaying to a top quark and a bottom quark in proton-proton collisions at 13 TeV,arXiv preprint arXiv:1706.04260,,,,2017,
"Bakhshiansohi, Hamed; Bondu, Olivier; Brochet, Sébastien; Bruno, Giacomo; Caudron, Adrien; de Visscher, Simon; Delaere, Christophe; Delcourt, Martin; François, Brieuc; Giammanco, Andrea; ",Search for resonant and nonresonant Higgs boson pair production in the $\mathrm {b}\overline {\mathrm {b}}\mathit {\ell\nu\ell\nu} $ final state in proton-proton collisions at $\sqrt {s}= 13$ TeV,Journal of High Energy Physics,1801,,054,2018,
"Sirunyan, Albert M; Tumasyan, Armen; Adam, Wolfgang; Ambrogi, Federico; Asilar, Ece; Bergauer, Thomas; Brandstetter, Johannes; Brondolin, Erica; Dragicevic, Marko; Erö, Janos; ","Search for supersymmetry in events with at least one photon, missing transverse momentum, and large transverse event activity in proton-proton collisions at $$\sqrt {s}= 13$$ TeV",Journal of High Energy Physics,2017,12,1-36,2017,Springer
"Bakhshiansohi, Hamed; Bondu, Olivier; Brochet, Sébastien; Bruno, Giacomo; Caudron, Adrien; de Visscher, Simon; Delaere, Christophe; Delcourt, Martin; François, Brieuc; Giammanco, Andrea; ",Search for t t-bar resonances in highly boosted lepton+ jets and fully hadronic final states in proton-proton collisions at sqrt (s)= 13 TeV,Journal of High Energy Physics,1707,,001,2017,
"CMS collaboration; ",Search for t t-bar resonances in highly boosted lepton+ jets and fully hadronic final states in proton-proton collisions at sqrt (s)= 13 TeV,arXiv preprint arXiv:1704.03366,,,,2017,
